treatment_id,replicate_id,study_year,plos_system,source_value_Mg_C_ha,correction_factor,SOC_stock_0_30cm_Mg_C_ha,correction_note,attributes_json
socs_sys2,3,3,2,39,0.905,35.295,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":39,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,3,4,2,23,0.905,20.815,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":23,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,3,5,2,31,0.905,28.055,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":31,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,3,6,2,40,0.905,36.2,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":40,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,3,7,2,33,0.905,29.865000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":33,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,3,8,2,26,0.905,23.53,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":26,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,0,2,53,0.905,47.965,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":53,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,1,2,27,0.905,24.435000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":27,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,2,2,43,0.905,38.915,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":43,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,3,2,34,0.905,30.77,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":34,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,4,2,29,0.905,26.245,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":29,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,5,2,31,0.905,28.055,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":31,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,6,2,39,0.905,35.295,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":39,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,7,2,37,0.905,33.485,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":37,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys2,4,8,2,33,0.905,29.865000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":33,""plos_system"":2,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,0,NA,57,0.905,51.585,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":57,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,1,NA,20,0.905,18.1,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":20,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,2,NA,44,0.905,39.82,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":44,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,3,NA,38,0.905,34.39,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":38,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,4,NA,26,0.905,23.53,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":26,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,5,NA,33,0.905,29.865000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":33,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,6,NA,40,0.905,36.2,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":40,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,7,NA,37,0.905,33.485,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":37,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,1,8,NA,36,0.905,32.58,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":36,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,0,NA,47,0.905,42.535000000000004,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":47,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,1,NA,12,0.905,10.86,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":12,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,2,NA,38,0.905,34.39,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":38,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,3,NA,32,0.905,28.96,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":32,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,4,NA,22,0.905,19.91,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":22,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,5,NA,37,0.905,33.485,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":37,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,6,NA,41,0.905,37.105000000000004,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":41,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,7,NA,39,0.905,35.295,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":39,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,2,8,NA,30,0.905,27.150000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":30,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,0,NA,42,0.905,38.01,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":42,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,1,NA,16,0.905,14.48,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":16,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,2,NA,31,0.905,28.055,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":31,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,3,NA,40,0.905,36.2,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":40,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,4,NA,23,0.905,20.815,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":23,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,5,NA,29,0.905,26.245,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":29,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,6,NA,33,0.905,29.865000000000002,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":33,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,7,NA,31,0.905,28.055,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":31,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,3,8,NA,31,0.905,28.055,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":31,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,0,NA,50,0.905,45.25,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":50,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,1,NA,34,0.905,30.77,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":34,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,2,NA,42,0.905,38.01,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":42,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,3,NA,36,0.905,32.58,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":36,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,4,NA,34,0.905,30.77,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":34,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,5,NA,28,0.905,25.34,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":28,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,6,NA,38,0.905,34.39,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":38,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,7,NA,38,0.905,34.39,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":38,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys3,4,8,NA,32,0.905,28.96,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":32,""plos_system"":null,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys4,1,0,3,57,0.905,51.585,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":57,""plos_system"":3,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys4,1,1,3,18,0.905,16.29,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":18,""plos_system"":3,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys4,1,2,3,40,0.905,36.2,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":40,""plos_system"":3,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys4,1,3,3,42,0.905,38.01,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":42,""plos_system"":3,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys4,1,4,3,28,0.905,25.34,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":28,""plos_system"":3,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
socs_sys4,1,5,3,38,0.905,34.39,rescaled x0.905 for the White et al. (2024) correction (10.1371/journal.pone.0307250),"{""stock_basis"":""maximum_equivalent_soil_mass"",""source_file"":""White_Data in Brief_Supplemental Tables.xlsx"",""source_sheet"":""Supplementary Table 1"",""source_value_Mg_ha"":38,""plos_system"":3,""correction_doi"":""10.1371/journal.pone.0307250"",""correction_factor"":0.905,""derivation_script"":""data_raw/white_salinas_2020/correct_soc_stocks_2024.R""}"
